timestamp,filename,mode,sweeps,rays,gates,gate_spacing_m,max_range_km
2025-08-01 23:03:03,NHB250801230303.RAWLUE7,Short Range,8,2829,500,240.0,119.76
2025-08-01 23:10:07,NHB250801231007.RAWLUEA,Long Range,4,1389,500,600.0,299.4
2025-08-01 23:13:04,NHB250801231304.RAWLUEE,Short Range,8,2827,500,240.0,119.76
2025-08-01 23:20:08,NHB250801232008.RAWLUEH,Long Range,4,1388,500,600.0,299.4
2025-08-01 23:23:03,NHB250801232303.RAWLUEM,Short Range,8,2829,500,240.0,119.76
2025-08-01 23:30:08,NHB250801233008.RAWLUER,Long Range,4,1389,500,600.0,299.4
2025-08-01 23:33:05,NHB250801233305.RAWLUEV,Short Range,8,2829,500,240.0,119.76
2025-08-01 23:40:07,NHB250801234007.RAWLUEY,Long Range,4,1388,500,600.0,299.4
2025-08-01 23:43:04,NHB250801234304.RAWLUF2,Short Range,8,2829,500,240.0,119.76
2025-08-01 23:50:08,NHB250801235008.RAWLUF5,Long Range,4,1388,500,600.0,299.4
2025-08-01 23:53:03,NHB250801235303.RAWLUF9,Short Range,8,2829,500,240.0,119.76
